DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,OBS_FOOTNOTE:Observation footnote,FREQ_COLL:Time interval at which the source data are collected
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2015,42.3,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2015,19.3,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2015,37,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2015,56.11407,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2015,25.35526,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2015,49.82035,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2015,48.0119,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2015,49.17318,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2015,32.59798,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2015,20.56347,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2015,46.03817,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2015,22.67095,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2015,39.96126,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2015,72.72526,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2015,42.88577,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2015,69.791,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2015,64.02276,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2015,63.875,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2015,54.08318,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2015,39.93397,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2015,62.70898,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2015,44.53423,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AFG: Afghanistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2015,57.79098,,,,AD: Adjusted,DHS 2015,,EOF: End of fieldwork,2015,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",F: Female,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2016,50.53513,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",M: Male,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2016,55.05165,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q1: Lowest,_T: Total,PCNT: %,2016,32.0017,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q2: Second,_T: Total,PCNT: %,2016,38.56302,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q3: Middle,_T: Total,PCNT: %,2016,54.19061,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q4: Fourth,_T: Total,PCNT: %,2016,69.64825,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q5: Highest,_T: Total,PCNT: %,2016,81.24651,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,R: Rural,PCNT: %,2016,36.09557,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,U: Urban,PCNT: %,2016,63.52555,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2016,52.8653,,,,AD: Adjusted,DHS 2015-16,F: Free,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,75.6,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,76.1,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2016,55.9,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2016,64,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2016,78.4,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2016,86.7,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2016,94.9,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2016,61.3,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2016,83.9,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,75.8,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2016,30.8,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2016,32.2,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2016,6.2,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2016,9.3,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2016,20.7,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2016,43.3,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2016,61.9,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2016,8.6,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2016,41.5,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2016,31.4,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2016,28.1,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2016,32.1,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2016,2.5,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2016,6,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2016,19.7,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2016,37.9,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2016,60.6,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2016,6.7,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2016,39,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2016,30,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,56.63134,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,63.2789,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2016,18.8034,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2016,30.39079,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2016,60.57188,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2016,76.82642,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2016,89.00835,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2016,27.18701,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
UNICEF:EDUCATION(1.0): Education,AGO: Angola,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2016,73.65507,,,,AD: Adjusted,DHS 2015-16,,EOF: End of fieldwork,2015-16,,0: Not Known
