Country,Indicator,Sex,Education Level,Wealth Quintile,Residence,Value,Time
Bangladesh,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,86.1,2019
Bangladesh,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,85.9,2019
Bangladesh,mpletion rate for children of primary school age,Female,Primary education,Total,Total,89.1,2019
Bangladesh,mpletion rate for children of primary school age,Male,Primary education,Total,Total,76.3,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,70.4,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Second,Total,79.9,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,86.6,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,86.7,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,91.5,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Total,ural,82.5,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Total,rban,83.0,2019
Bangladesh,mpletion rate for children of primary school age, Total,Primary education,Total,Total,82.6,2019
Bangladesh,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,32.0,2017
Bangladesh,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,44.0,2017
Bangladesh, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,4.5,2019
Bangladesh, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,8.1,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,9.1,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,6.9,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,5.4,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,6.1,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,3.6,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,6.4,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,6.1,2019
Bangladesh, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,6.4,2019
Bulgaria,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,76.25733,2015
Bulgaria,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,74.01882,2015
Bulgaria,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,71.0,2019
Bulgaria,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,95.58441,2016
Bulgaria,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,94.00213,2016
Bulgaria,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,94.78671,2016
Bahrain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,42.61992,2015
Bahrain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,37.27004,2015
Bahrain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,54.0,2019
Bahrain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,78.98646,2016
Bahrain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,59.82738,2016
Bahrain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,69.36834,2016
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,95.10274,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,96.78551,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,93.37431,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,98.24257,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,96.62937,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.75265,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,93.82077,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,96.64825,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,94.79055,2012
Bosnia and Herzegovina,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,96.06316,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age,Female,Primary education,Total,Total,99.9,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age,Male,Primary education,Total,Total,99.2,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,99.8,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Second,Total,100.0,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,98.0,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,100.0,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,100.0,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Total,ural,99.4,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Total,rban,100.0,2012
Bosnia and Herzegovina,mpletion rate for children of primary school age, Total,Primary education,Total,Total,99.6,2012
Bosnia and Herzegovina,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,40.0,2019
Bosnia and Herzegovina, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.9,2012
Bosnia and Herzegovina, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,2.2,2012
Bosnia and Herzegovina, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,6.5,2012
Bosnia and Herzegovina, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,1.2,2012
Bosnia and Herzegovina, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,3.2,2012
